 DEPTH,BIT,BVOL,CAL,CNC,CVOL,DT,GR,PE,RD,RMSL,RS,SPBR,ZCOR,ZDEN,SPD,TTEN
1539.09,8.5,5.441,8.399,24.087,1.576,93.835,30.562,1.527,41.448,0.323,4.171,34.191,0.073,2.225,8.538,3413.118
1539.16,8.5,5.438,8.401,24.285,1.575,93.667,31.008,1.6,41.082,0.327,4.168,33.803,0.062,2.223,8.538,3417.122
1539.24,8.5,5.436,8.403,25.699,1.574,93.439,32.585,1.561,40.836,0.328,4.165,33.592,0.1,2.233,8.538,3419.008
1539.32,8.5,5.433,8.405,27.936,1.573,93.227,34.222,1.532,40.684,0.327,4.161,33.594,0.047,2.241,8.538,3418.416
1539.39,8.5,5.43,8.405,29.559,1.572,93.104,34.986,1.498,40.607,0.327,4.155,33.746,0.086,2.246,8.539,3415.978
1539.47,8.5,5.427,8.406,29.647,1.572,93.089,34.409,1.496,40.602,0.329,4.148,33.917,0.097,2.248,8.539,3412.905
1539.55,8.5,5.425,8.406,28.84,1.571,93.145,33.391,1.5,40.676,0.334,4.14,33.969,0.064,2.236,8.539,3410.157
1539.62,8.5,5.422,8.408,27.67,1.57,93.231,33.087,1.505,40.835,0.338,4.133,33.799,0.082,2.241,8.539,3408.25
1539.7,8.5,5.419,8.41,26.884,1.569,93.345,33.696,1.512,41.082,0.336,4.127,33.427,0.055,2.238,8.538,3407.076
1539.77,8.5,5.417,8.412,26.592,1.568,93.509,34.638,1.514,41.409,0.33,4.123,33.002,0.07,2.239,8.537,3406.407
1539.85,8.5,5.414,8.413,26.325,1.567,93.73,35.097,1.519,41.805,0.324,4.121,32.697,0.071,2.239,8.536,3406.136
1539.93,8.5,5.411,8.413,26.254,1.567,93.974,35.193,1.527,42.254,0.32,4.122,32.576,0.078,2.235,8.535,3406.176
1540,8.5,5.408,8.412,26.107,1.566,94.181,35.228,1.57,42.741,0.317,4.124,32.585,0.075,2.228,8.534,3406.169
1540.08,8.5,5.406,8.41,25.96,1.565,94.31,35.435,1.587,43.258,0.316,4.126,32.607,0.024,2.228,8.533,3405.512
1540.15,8.5,5.403,8.407,26.106,1.564,94.369,35.685,1.686,43.799,0.315,4.129,32.561,0.086,2.222,8.533,3404.106
1540.23,8.5,5.4,8.404,26.488,1.563,94.398,35.304,1.67,44.361,0.314,4.131,32.469,0.092,2.225,8.533,3402.423
1540.31,8.5,5.397,8.401,26.972,1.562,94.426,34.254,1.727,44.936,0.311,4.132,32.434,0.057,2.218,8.533,3400.919
1540.38,8.5,5.395,8.399,27.992,1.562,94.464,33.265,1.614,45.506,0.307,4.133,32.556,0.121,2.224,8.534,3400.003
1540.46,8.5,5.392,8.399,29.436,1.561,94.507,32.902,1.46,46.041,0.305,4.132,32.834,0.061,2.226,8.534,3399.652
1540.54,8.5,5.389,8.4,30.326,1.56,94.546,33.077,1.297,46.507,0.305,4.131,33.129,0.055,2.232,8.535,3399.357
1540.61,8.5,5.387,8.401,29.842,1.559,94.581,33.221,1.234,46.867,0.304,4.128,33.26,0.044,2.228,8.536,3398.377
1540.69,8.5,5.384,8.401,27.973,1.558,94.612,33.116,1.398,47.095,0.302,4.124,33.144,0.083,2.226,8.536,3396.356
1540.76,8.5,5.381,8.4,26.489,1.557,94.645,32.902,1.628,47.173,0.299,4.119,32.846,0.049,2.218,8.536,3393.646
1540.84,8.5,5.378,8.398,26.375,1.557,94.695,33.049,1.743,47.101,0.3,4.114,32.515,0.048,2.215,8.535,3391.318
1540.92,8.5,5.376,8.396,27.285,1.556,94.771,34.086,1.715,46.886,0.304,4.107,32.276,0.06,2.222,8.534,3390.808
1540.99,8.5,5.373,8.395,28.381,1.555,94.859,35.017,1.618,46.535,0.308,4.099,32.14,0.045,2.224,8.533,3392.778
1541.07,8.5,5.37,8.396,29.085,1.554,94.939,34.665,1.605,46.053,0.308,4.089,32.013,0.062,2.226,8.533,3396.458
1541.15,8.5,5.367,8.398,28.824,1.553,95.013,33.118,1.488,45.435,0.303,4.076,31.795,0.085,2.224,8.532,3400.398
1541.22,8.5,5.365,8.4,27.683,1.552,95.105,31.52,1.491,44.684,0.294,4.062,31.464,0.071,2.222,8.532,3403.241
1541.3,8.5,5.362,8.401,26.953,1.552,95.235,31.256,1.469,43.821,0.287,4.048,31.111,0.05,2.214,8.532,3404.369
1541.37,8.5,5.359,8.401,27.301,1.551,95.397,32.404,1.49,42.897,0.285,4.036,30.889,0.121,2.218,8.532,3404.024
1541.45,8.5,5.357,8.401,28.711,1.55,95.566,34.061,1.484,41.976,0.289,4.027,30.886,0.066,2.223,8.533,3403.088
1541.53,8.5,5.354,8.401,29.235,1.549,95.73,34.959,1.469,41.122,0.293,4.02,31.046,0.073,2.229,8.533,3402.569
1541.6,8.5,5.351,8.403,27.653,1.548,95.889,34.836,1.459,40.373,0.293,4.016,31.229,0.073,2.224,8.534,3403.086
1541.68,8.5,5.348,8.406,25.966,1.547,96.029,34.146,1.476,39.742,0.289,4.014,31.277,0.063,2.214,8.535,3404.674
1541.76,8.5,5.346,8.407,25.811,1.547,96.112,33.215,1.5,39.217,0.285,4.012,31.117,0.074,2.207,8.536,3406.793
1541.83,8.5,5.343,8.406,26.86,1.546,96.109,32.895,1.477,38.782,0.284,4.011,30.814,0.056,2.204,8.537,3408.651
1541.91,8.5,5.34,8.404,27.709,1.545,96.023,33.05,1.437,38.424,0.286,4.011,30.483,0.084,2.215,8.537,3409.975
1541.98,8.5,5.337,8.4,27.994,1.544,95.883,33.118,1.483,38.149,0.288,4.012,30.205,0.089,2.216,8.537,3410.767
1542.06,8.5,5.335,8.396,28.376,1.543,95.704,33.114,1.385,37.978,0.288,4.015,30.017,0.102,2.227,8.537,3411.146
1542.14,8.5,5.332,8.392,29.219,1.542,95.483,33.252,1.346,37.949,0.284,4.021,29.919,0.078,2.226,8.536,3411.349
1542.21,8.5,5.329,8.39,29.654,1.542,95.22,33.851,1.244,38.099,0.28,4.029,29.875,0.087,2.228,8.536,3411.716
1542.29,8.5,5.327,8.391,28.038,1.541,94.935,34.286,1.202,38.465,0.274,4.039,29.854,0.046,2.218,8.536,3412.415
1542.36,8.5,5.324,8.395,25.236,1.54,94.665,33.829,1.212,39.078,0.269,4.05,29.874,0.084,2.213,8.535,3413.262
1542.44,8.5,5.321,8.399,23.401,1.539,94.44,32.454,1.408,39.951,0.267,4.061,29.952,0.089,2.211,8.536,3413.865
1542.52,8.5,5.318,8.404,23.526,1.538,94.274,31.202,1.533,41.08,0.272,4.072,30.083,0.086,2.221,8.536,3413.959
1542.59,8.5,5.316,8.407,25.412,1.537,94.185,30.989,1.615,42.439,0.284,4.081,30.209,0.09,2.228,8.537,3413.738
1542.67,8.5,5.313,8.41,28.157,1.537,94.188,32.962,1.683,43.989,0.299,4.091,30.231,0.077,2.238,8.537,3413.588
1542.75,8.5,5.31,8.411,29.407,1.536,94.278,36.789,1.691,45.681,0.31,4.1,30.091,0.084,2.24,8.538,3413.736
1542.82,8.5,5.308,8.411,27.831,1.535,94.404,40.232,1.673,47.479,0.319,4.112,29.836,0.09,2.237,8.538,3414.162
1542.9,8.5,5.305,8.411,25.631,1.534,94.51,41.467,1.617,49.356,0.327,4.13,29.587,0.042,2.239,8.538,3414.802
1542.97,8.5,5.302,8.411,24.013,1.533,94.574,39.923,1.567,51.298,0.332,4.155,29.48,0.089,2.238,8.538,3415.798
1543.05,8.5,5.299,8.411,23.746,1.532,94.625,36.707,1.453,53.285,0.332,4.188,29.626,0.081,2.235,8.538,3417.594
1543.13,8.5,5.297,8.41,25.194,1.532,94.689,33.376,1.522,55.273,0.326,4.224,30.034,0.047,2.232,8.539,3420.638
1543.2,8.5,5.294,8.409,27.864,1.531,94.766,31.61,1.555,57.177,0.321,4.258,30.573,0.063,2.239,8.539,3425.061
1543.28,8.5,5.291,8.408,29.414,1.53,94.841,31.555,1.616,58.868,0.323,4.284,31.048,0.081,2.247,8.539,3430.39
1543.36,8.5,5.288,8.408,28.043,1.529,94.92,32.688,1.579,60.199,0.333,4.3,31.298,0.091,2.25,8.538,3435.532
1543.43,8.5,5.286,8.409,25.266,1.528,95.027,33.938,1.55,61.034,0.345,4.306,31.252,0.058,2.248,8.537,3438.721
1543.51,8.5,5.283,8.409,22.789,1.527,95.169,34.135,1.507,61.282,0.355,4.305,30.95,0.041,2.246,8.536,3438.369
1543.58,8.5,5.28,8.408,21.67,1.527,95.326,33.887,1.47,60.92,0.358,4.3,30.533,0.073,2.249,8.535,3434.32
1543.66,8.5,5.277,8.407,21.361,1.526,95.464,34.377,1.501,60.02,0.355,4.294,30.19,0.06,2.247,8.534,3427.558
1543.74,8.5,5.275,8.405,21.732,1.525,95.531,35.947,1.518,58.74,0.352,4.291,30.069,0.118,2.248,8.533,3419.792
1543.81,8.5,5.272,8.403,22.932,1.524,95.454,37.48,1.668,57.3,0.349,4.293,30.226,0.072,2.243,8.533,3412.734
1543.89,8.5,5.269,8.402,24.378,1.523,95.185,37.947,1.561,55.924,0.348,4.305,30.607,0.05,2.246,8.533,3407.69
1543.96,8.5,5.267,8.404,25.002,1.522,94.749,37.25,1.478,54.776,0.35,4.328,31.083,0.078,2.248,8.533,3405.293
1544.04,8.5,5.264,8.405,24.658,1.522,94.258,35.957,1.344,53.906,0.353,4.357,31.508,0.13,2.257,8.534,3405.552
1544.12,8.5,5.261,8.407,24.388,1.521,93.845,34.949,1.302,53.243,0.351,4.383,31.772,0.039,2.254,8.534,3407.717
1544.19,8.5,5.258,8.409,24.578,1.52,93.586,34.691,1.289,52.631,0.347,4.392,31.844,0.132,2.257,8.535,3410.736
1544.27,8.5,5.256,8.411,25.148,1.519,93.488,34.885,1.234,51.894,0.347,4.374,31.757,0.1,2.256,8.535,3413.486
1544.35,8.5,5.253,8.414,25.646,1.518,93.535,35.714,1.38,50.904,0.353,4.325,31.576,0.09,2.252,8.535,3415.303
1544.42,8.5,5.25,8.416,25.909,1.517,93.723,36.786,1.445,49.61,0.362,4.251,31.359,0.094,2.247,8.535,3415.887
1544.5,8.5,5.247,8.418,26.406,1.517,94.03,36.786,1.353,48.039,0.368,4.163,31.131,0.09,2.246,8.535,3415.419
1544.57,8.5,5.245,8.418,27.42,1.516,94.412,35.583,1.225,46.272,0.369,4.077,30.896,0.086,2.245,8.534,3414.434
1544.65,8.5,5.242,8.415,28.004,1.515,94.816,34.2,1.166,44.419,0.365,4.002,30.646,0.084,2.236,8.533,3413.465
1544.73,8.5,5.239,8.41,27.779,1.514,95.186,33.721,1.355,42.606,0.356,3.946,30.403,0.072,2.233,8.533,3412.688
1544.8,8.5,5.237,8.406,27.424,1.513,95.455,34.452,1.507,40.958,0.342,3.908,30.222,0.078,2.224,8.533,3411.939
1544.88,8.5,5.234,8.404,27.338,1.512,95.556,35.556,1.52,39.589,0.326,3.886,30.144,0.099,2.222,8.533,3411.118
1544.96,8.5,5.231,8.402,27.664,1.511,95.479,36.299,1.463,38.577,0.311,3.88,30.155,0.041,2.216,8.533,3410.393
1545.03,8.5,5.228,8.403,28.135,1.511,95.316,37.164,1.426,37.955,0.303,3.889,30.203,0.05,2.22,8.534,3410.077
1545.11,8.5,5.226,8.406,28.085,1.51,95.206,38.355,1.396,37.696,0.304,3.91,30.239,0.03,2.235,8.534,3410.365
1545.18,8.5,5.223,8.408,27.425,1.509,95.218,38.434,1.394,37.724,0.316,3.942,30.219,0.078,2.243,8.535,3411.24
1545.26,8.5,5.22,8.41,27.11,1.508,95.296,37.645,1.4,37.92,0.331,3.978,30.119,0.059,2.251,8.536,3412.321
1545.34,8.5,5.217,8.411,27.363,1.507,95.348,37.421,1.416,38.143,0.341,4.01,29.97,0.074,2.253,8.536,3413.074
1545.41,8.5,5.215,8.411,27.676,1.506,95.384,38.047,1.407,38.233,0.345,4.032,29.837,0.046,2.248,8.536,3412.914
1545.49,8.5,5.212,8.41,27.639,1.506,95.526,39.183,1.403,38.032,0.347,4.036,29.753,0.086,2.247,8.536,3411.332
1545.57,8.5,5.209,8.409,27.141,1.505,95.857,40.247,1.376,37.413,0.348,4.019,29.701,0.083,2.253,8.537,3408.083
1545.64,8.5,5.206,8.408,26.598,1.504,96.297,41.011,1.442,36.319,0.345,3.981,29.663,0.07,2.255,8.537,3403.586
1545.72,8.5,5.204,8.408,26.687,1.503,96.661,41.7,1.443,34.805,0.336,3.927,29.642,0.078,2.253,8.537,3398.682
1545.79,8.5,5.201,8.408,27.809,1.502,96.841,42.163,1.481,33.037,0.326,3.864,29.63,0.079,2.243,8.537,3394.497
1545.87,8.5,5.198,8.408,29.747,1.501,96.902,41.524,1.46,31.255,0.32,3.805,29.607,0.083,2.239,8.537,3392.364
1545.95,8.5,5.196,8.408,30.895,1.501,96.995,40.304,1.482,29.715,0.321,3.76,29.565,0.047,2.229,8.537,3393.061
1546.02,8.5,5.193,8.408,30.001,1.5,97.162,39.597,1.444,28.632,0.323,3.74,29.516,0.058,2.23,8.536,3396.517
1546.1,8.5,5.19,8.408,27.829,1.499,97.274,39.277,1.449,28.147,0.323,3.752,29.487,0.12,2.232,8.535,3401.877
1546.17,8.5,5.187,8.407,25.657,1.498,97.158,38.709,1.439,28.322,0.321,3.797,29.493,0.077,2.236,8.534,3407.657
1546.25,8.5,5.185,8.406,24.608,1.497,96.761,37.883,1.437,29.157,0.32,3.88,29.524,0.096,2.243,8.533,3412.064
1546.33,8.5,5.182,8.407,25.067,1.496,96.197,37.253,1.397,30.607,0.325,4.002,29.594,0.098,2.247,8.532,3413.377
1546.4,8.5,5.179,8.409,26.378,1.496,95.632,37.02,1.377,32.584,0.336,4.163,29.714,0.11,2.249,8.531,3410.877
1546.48,8.5,5.176,8.413,28.163,1.495,95.112,37.781,1.313,34.977,0.346,4.356,29.863,0.105,2.253,8.531,3405.177
1546.56,8.5,5.174,8.416,30.382,1.494,94.565,38.865,1.417,37.664,0.352,4.565,30.005,0.077,2.248,8.532,3398.251
1546.63,8.5,5.171,8.418,31.863,1.493,93.926,39.569,1.419,40.55,0.353,4.761,30.11,0.097,2.253,8.533,3393.417
1546.71,8.5,5.168,8.417,32.179,1.492,93.237,39.985,1.427,43.571,0.354,4.906,30.165,0.082,2.25,8.534,3394.083
1546.78,8.5,5.166,8.414,32.673,1.491,92.651,40.523,1.441,46.689,0.357,4.965,30.193,0.09,2.253,8.535,3402.397
1546.86,8.5,5.163,8.409,33.417,1.491,92.32,40.8,1.454,49.842,0.366,4.92,30.243,0.074,2.245,8.535,3417.719
1546.94,8.5,5.16,8.405,32.924,1.49,92.269,40.108,1.464,52.893,0.376,4.785,30.349,0.091,2.257,8.535,3436.189
1547.01,8.5,5.157,8.401,30.882,1.489,92.429,38.865,1.458,55.604,0.384,4.598,30.508,0.053,2.259,8.535,3452.135
1547.09,8.5,5.155,8.398,28.141,1.488,92.749,36.95,1.46,57.676,0.385,4.408,30.697,0.05,2.265,8.534,3460.755
1547.17,8.5,5.152,8.398,26.401,1.487,93.256,35.429,1.461,58.842,0.382,4.257,30.842,0.076,2.259,8.533,3460.161
1547.24,8.5,5.149,8.401,26.292,1.486,94.023,35.558,1.467,58.971,0.378,4.161,30.879,0.035,2.247,8.531,3451.862
1547.32,8.5,5.146,8.405,26.742,1.486,95.039,36.929,1.471,58.129,0.37,4.117,30.805,0.051,2.245,8.53,3439.706
1547.39,8.5,5.144,8.409,26.225,1.485,96.092,38.336,1.5,56.576,0.353,4.106,30.682,0.075,2.239,8.53,3427.941
1547.47,8.5,5.141,8.413,24.574,1.484,96.909,38.457,1.527,54.699,0.337,4.106,30.606,0.063,2.236,8.529,3419.248
1547.55,8.5,5.138,8.415,23.369,1.483,97.374,37.134,1.516,52.904,0.33,4.107,30.608,0.063,2.229,8.529,3414.218
1547.62,8.5,5.136,8.416,23.567,1.482,97.576,35.137,1.415,51.492,0.332,4.108,30.627,0.068,2.22,8.529,3411.999
1547.7,8.5,5.133,8.417,25.312,1.481,97.687,33.851,1.285,50.598,0.331,4.107,30.596,0.105,2.223,8.529,3411.443
1547.77,8.5,5.13,8.418,27.374,1.48,97.795,33.642,1.383,50.204,0.319,4.106,30.496,0.09,2.227,8.529,3411.716
1547.85,8.5,5.127,8.42,28.239,1.48,97.827,33.914,1.431,50.196,0.305,4.103,30.334,0.071,2.236,8.529,3412.415
1547.93,8.5,5.125,8.421,27.413,1.479,97.719,34.438,1.43,50.422,0.302,4.096,30.153,0.103,2.236,8.529,3413.262
1548,8.5,5.122,8.422,25.697,1.478,97.602,35.136,1.373,50.71,0.313,4.085,30.038,0.058,2.226,8.529,3413.865
1548.08,8.5,5.119,8.423,24.36,1.477,97.714,35.752,1.271,50.884,0.331,4.067,30.033,0.085,2.218,8.528,3413.865
1548.16,8.5,5.116,8.425,23.938,1.476,98.161,36.095,1.368,50.793,0.337,4.044,30.097,0.126,2.207,8.528,3413.262
1548.23,8.5,5.114,8.427,24.798,1.475,98.81,35.911,1.425,50.344,0.323,4.018,30.178,0.092,2.193,8.528,3412.321
1548.31,8.5,5.111,8.43,26.725,1.475,99.393,35.389,1.499,49.529,0.303,3.991,30.247,0.07,2.177,8.528,3411.146
1548.38,8.5,5.108,8.431,29.022,1.474,99.724,35.39,1.535,48.434,0.291,3.966,30.288,0.045,2.169,8.528,3409.512
1548.46,8.5,5.105,8.43,30.65,1.473,99.822,36.393,1.505,47.218,0.292,3.943,30.284,0.072,2.17,8.528,3407.002
1548.54,8.5,5.103,8.428,30.789,1.472,99.798,37.171,1.486,46.062,0.3,3.925,30.221,0.084,2.171,8.528,3403.776
1548.61,8.5,5.1,8.427,29.985,1.471,99.688,36.244,1.46,45.103,0.307,3.911,30.115,0.075,2.171,8.528,3400.793
1548.69,8.5,5.097,8.427,29.406,1.47,99.443,34.149,1.463,44.401,0.309,3.899,30.001,0.102,2.172,8.528,3399.338
1548.77,8.5,5.094,8.43,29.665,1.469,99.023,32.555,1.464,43.954,0.306,3.89,29.913,0.06,2.175,8.528,3400.402
1548.84,8.5,5.092,8.433,30.12,1.469,98.476,32.315,1.474,43.723,0.301,3.881,29.875,0.086,2.183,8.528,3404.079
1548.92,8.5,5.089,8.436,29.754,1.468,97.937,32.943,1.458,43.654,0.291,3.874,29.884,0.089,2.193,8.527,3409.495
1548.99,8.5,5.086,8.438,29.001,1.467,97.515,34.222,1.438,43.688,0.28,3.867,29.913,0.094,2.204,8.527,3415.032
1549.07,8.5,5.083,8.437,29.167,1.466,97.215,36.237,1.327,43.755,0.275,3.86,29.918,0.079,2.221,8.527,3419.343
1549.15,8.5,5.081,8.435,29.951,1.465,96.992,38.507,1.343,43.785,0.28,3.853,29.86,0.063,2.23,8.528,3422.125
1549.22,8.5,5.078,8.433,29.673,1.464,96.827,39.924,1.369,43.722,0.294,3.846,29.756,0.068,2.232,8.528,3424.161
1549.3,8.5,5.075,8.433,28.222,1.463,96.748,39.701,1.404,43.523,0.309,3.839,29.656,0.073,2.223,8.527,3426.645
1549.38,8.5,5.072,8.437,26.641,1.463,96.783,38.52,1.38,43.17,0.318,3.832,29.571,0.091,2.217,8.527,3430.167
1549.45,8.5,5.07,8.444,25.597,1.462,96.894,37.447,1.373,42.667,0.319,3.825,29.486,0.079,2.211,8.527,3434.282
1549.53,8.5,5.067,8.452,24.651,1.461,96.999,36.866,1.349,42.044,0.32,3.818,29.415,0.113,2.21,8.527,3438.027
1549.6,8.5,5.064,8.46,23.578,1.46,97.038,36.303,1.35,41.351,0.322,3.812,29.369,0.053,2.205,8.528,3440.365
1549.68,8.5,5.061,8.466,23.131,1.459,97.007,35.662,1.338,40.648,0.326,3.808,29.326,0.079,2.207,8.529,3440.841
1549.76,8.5,5.059,8.468,24.08,1.458,96.936,35.132,1.299,39.989,0.33,3.806,29.267,0.062,2.211,8.53,3439.77
1549.83,8.5,5.056,8.465,26.698,1.457,96.852,34.504,1.37,39.403,0.329,3.804,29.204,0.078,2.214,8.531,3438.045
1549.91,8.5,5.053,8.461,29.872,1.457,96.754,33.783,1.4,38.901,0.324,3.804,29.145,0.109,2.219,8.532,3436.648
1549.98,8.5,5.05,8.456,31.544,1.456,96.636,33.372,1.407,38.478,0.315,3.804,29.099,0.118,2.222,8.532,3436.119
1550.06,8.5,5.048,8.452,30.645,1.455,96.491,33.557,1.383,38.13,0.306,3.804,29.089,0.095,2.22,8.532,3436.448
1550.14,8.5,5.045,8.449,28.789,1.454,96.3,34.075,1.515,37.863,0.301,3.805,29.106,0.072,2.209,8.531,3437.001
1550.21,8.5,5.042,8.449,27.48,1.453,96.032,34.349,1.542,37.692,0.301,3.806,29.141,0.102,2.21,8.531,3437.041
1550.29,8.5,5.039,8.45,26.626,1.452,95.668,33.898,1.63,37.639,0.302,3.807,29.18,0.057,2.213,8.53,3436.304
1550.37,8.5,5.037,8.449,25.986,1.451,95.223,33.031,1.558,37.722,0.303,3.809,29.159,0.081,2.219,8.53,3435.031
1550.44,8.5,5.034,8.445,25.495,1.45,94.742,32.607,1.578,37.943,0.302,3.812,29.032,0.046,2.227,8.53,3433.489
1550.52,8.5,5.031,8.44,25.041,1.45,94.291,33.292,1.591,38.278,0.301,3.814,28.815,0.065,2.233,8.53,3431.756
1550.59,8.5,5.028,8.434,24.645,1.449,93.918,34.721,1.576,38.675,0.3,3.815,28.571,0.065,2.247,8.53,3430.06
1550.67,8.5,5.026,8.43,23.991,1.448,93.645,35.735,1.504,39.06,0.302,3.816,28.358,0.082,2.252,8.53,3428.697
1550.75,8.5,5.023,8.43,23.413,1.447,93.491,35.616,1.411,39.359,0.309,3.816,28.187,0.074,2.25,8.53,3427.914
1550.82,8.5,5.02,8.435,23.944,1.446,93.5,34.573,1.212,39.512,0.323,3.815,28.056,0.077,2.25,8.53,3427.634
1550.9,8.5,5.017,8.441,25.949,1.445,93.735,33.97,0.966,39.484,0.338,3.814,27.961,0.089,2.253,8.53,3427.28
1550.98,8.5,5.015,8.448,28.615,1.444,94.238,34.312,0.968,39.268,0.346,3.813,27.892,0.062,2.244,8.529,3426.248
1551.05,8.5,5.012,8.452,29.795,1.444,94.938,34.665,1.052,38.883,0.342,3.812,27.845,0.092,2.231,8.529,3424.282
1551.13,8.5,5.009,8.452,29.207,1.443,95.641,34.472,1.386,38.378,0.331,3.81,27.817,0.075,2.212,8.529,3421.505
1551.2,8.5,5.006,8.45,28.048,1.442,96.122,33.616,1.48,37.828,0.317,3.808,27.819,0.078,2.208,8.529,3418.876
1551.28,8.5,5.004,8.446,27.259,1.441,96.272,32.945,1.434,37.325,0.304,3.804,27.824,0.038,2.212,8.529,3417.697
1551.36,8.5,5.001,8.44,27.449,1.44,96.148,33.381,1.327,36.952,0.296,3.8,27.776,0.063,2.222,8.528,3418.711
1551.43,8.5,4.998,8.436,27.495,1.439,95.904,35.397,1.273,36.761,0.296,3.795,27.659,0.111,2.23,8.528,3421.73
1551.51,8.5,4.995,8.434,26.918,1.438,95.651,38.417,1.416,36.759,0.304,3.79,27.509,0.062,2.228,8.528,3425.969
1551.58,8.5,4.993,8.433,26.271,1.438,95.39,40.382,1.458,36.917,0.318,3.784,27.384,0.1,2.229,8.527,3430.569
1551.66,8.5,4.99,8.433,26.272,1.437,95.112,40.48,1.451,37.185,0.332,3.779,27.339,0.077,2.233,8.527,3434.763
1551.74,8.5,4.987,8.432,27.086,1.436,94.902,39.034,1.414,37.516,0.343,3.776,27.391,0.098,2.233,8.527,3437.932
1551.81,8.5,4.984,8.428,27.783,1.435,94.902,37.185,1.394,37.873,0.346,3.775,27.524,0.102,2.232,8.526,3439.424
1551.89,8.5,4.982,8.421,27.532,1.434,95.163,35.9,1.411,38.237,0.342,3.775,27.689,0.079,2.222,8.526,3438.782
1551.97,8.5,4.979,8.414,26.316,1.433,95.578,35.399,1.43,38.602,0.329,3.778,27.814,0.071,2.215,8.526,3435.753
1552.04,8.5,4.976,8.409,26.332,1.432,95.974,35.758,1.453,38.982,0.309,3.781,27.868,0.066,2.208,8.526,3430.479
1552.12,8.5,4.973,8.409,28.791,1.432,96.257,36.065,1.374,39.402,0.289,3.784,27.869,0.05,2.214,8.527,3423.73
1552.19,8.5,4.971,8.413,32.838,1.431,96.441,36.092,1.314,39.891,0.278,3.787,27.83,0.057,2.214,8.527,3416.926
1552.27,8.5,4.968,8.42,35.332,1.43,96.573,35.822,1.398,40.466,0.277,3.789,27.76,0.055,2.206,8.528,3411.354
1552.35,8.5,4.965,8.425,33.757,1.429,96.672,35.572,1.446,41.126,0.285,3.791,27.675,0.03,2.205,8.529,3408.18
1552.42,8.5,4.962,8.425,31.362,1.428,96.732,35.411,1.442,41.846,0.297,3.793,27.594,0.086,2.207,8.529,3408.451
1552.5,8.5,4.96,8.419,30.277,1.427,96.778,34.912,1.423,42.586,0.305,3.794,27.537,0.077,2.22,8.529,3412.83
1552.58,8.5,4.957,8.409,30.596,1.427,96.83,34.839,1.429,43.304,0.306,3.796,27.502,0.085,2.213,8.529,3421.123
1552.65,8.5,4.954,8.397,31.102,1.426,96.841,35.529,1.541,43.968,0.303,3.799,27.493,0.079,2.211,8.528,3431.905
1552.73,8.5,4.951,8.389,31.019,1.425,96.737,36.543,1.565,44.564,0.299,3.803,27.525,0.006,2.201,8.527,3442.082
1552.8,8.5,4.949,8.386,30.374,1.424,96.516,36.989,1.585,45.091,0.299,3.807,27.578,0.096,2.214,8.526,3448.356
1552.88,8.5,4.946,8.389,29.079,1.423,96.262,36.446,1.518,45.542,0.302,3.809,27.615,0.061,2.218,8.526,3448.728
1552.96,8.5,4.943,8.396,27.407,1.422,96.075,35.048,1.488,45.899,0.306,3.81,27.612,0.062,2.232,8.526,3443.347
1553.03,8.5,4.941,8.407,25.996,1.422,95.984,33.327,1.468,46.136,0.308,3.809,27.58,0.032,2.23,8.527,3434.389
1553.11,8.5,4.938,8.418,25.815,1.421,95.925,32.202,1.472,46.228,0.31,3.806,27.532,0.076,2.224,8.528,3425.133
1553.19,8.5,4.935,8.428,27.252,1.42,95.859,32.131,1.476,46.165,0.316,3.803,27.457,0.071,2.214,8.529,3418.21
1553.26,8.5,4.932,8.435,29.778,1.419,95.829,33.655,1.479,45.963,0.325,3.8,27.359,0.052,2.211,8.53,3414.599
1553.34,8.5,4.93,8.439,31.823,1.418,95.861,36.275,1.483,45.662,0.327,3.796,27.229,0.087,2.208,8.531,3413.639
1553.41,8.5,4.927,8.441,31.949,1.417,95.897,38.254,1.492,45.319,0.32,3.791,27.081,0.092,2.213,8.531,3414.148
1553.49,8.5,4.924,8.442,30.699,1.417,95.877,38.867,1.496,44.986,0.308,3.785,26.933,0.099,2.216,8.532,3415.292
1553.57,8.5,4.921,8.443,29.817,1.416,95.818,38.462,1.496,44.694,0.298,3.777,26.784,0.081,2.231,8.532,3416.781
1553.64,8.5,4.919,8.445,30.198,1.415,95.806,38.056,1.48,44.456,0.296,3.769,26.632,0.109,2.239,8.532,3418.475
1553.72,8.5,4.916,8.446,31.264,1.414,95.908,38.669,1.471,44.27,0.302,3.762,26.476,0.082,2.245,8.531,3419.873
1553.79,8.5,4.913,8.446,31.307,1.413,96.104,39.614,1.454,44.116,0.314,3.755,26.338,0.079,2.237,8.53,3420.513
1553.87,8.5,4.91,8.444,30.064,1.412,96.33,39.259,1.476,43.96,0.327,3.75,26.249,0.121,2.232,8.53,3420.443
1553.95,8.5,4.908,8.443,28.643,1.411,96.588,37.159,1.477,43.766,0.33,3.744,26.208,0.075,2.222,8.53,3420.218
1554.02,8.5,4.905,8.441,28.239,1.41,96.909,35.062,1.458,43.508,0.318,3.739,26.228,0.082,2.212,8.53,3420.449
1554.1,8.5,4.902,8.44,29.446,1.41,97.228,34.455,1.432,43.194,0.297,3.736,26.296,0.082,2.207,8.531,3421.204
